recording_id,scientific_name,genus,species,subspecies,english_name,call_type,sex,life_stage,duration_seconds,date,time,country,location,latitude,longitude,altitude,quality,recordist,license,remarks,background_species,status
XC131549,Certhia americana,Certhia,americana,,Brown Creeper,song,,,0,2012-06-20,08:38,,Rating,39.6787,-120.3142,1500,E,Natural song - bird moving between widely-separated Jeffrey pines. Habitat is semi-arid montane woodland.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Natural song - bird moving between widely-separated Jeffrey pines. Habitat is semi-arid montane woodland.,Western Tanager Piranga ludoviciana,success
XC131559,Molothrus ater,Molothrus,ater,,Brown-headed Cowbird,song,,,0,2012-06-20,09:46,,Rating,39.6788,-120.3144,1500,E,"Bird perched atop a Jeffrey pine, about 10m away. Habitat is semi-arid montane woodland.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"Bird perched atop a Jeffrey pine, about 10m away. Habitat is semi-arid montane woodland.",Mountain Chickadee Poecile gambeli,success
XC131566,Molothrus ater,Molothrus,ater,,Brown-headed Cowbird,song,,,0,2012-06-21,07:25,,Rating,39.6788,-120.3144,1500,E,"Natural song. All recordings from 21 Jun 2012 were made with a 26"" Teilinga parabolic mic on loan from the ML (my first time using such a mic). Habitat is semi-arid montane woodland.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"Natural song. All recordings from 21 Jun 2012 were made with a 26"" Teilinga parabolic mic on loan from the ML (my first time using such a mic). Habitat is semi-arid montane woodland.",Mountain Chickadee Poecile gambeli,success
XC131567,Molothrus ater,Molothrus,ater,,Brown-headed Cowbird,call,,,0,2012-06-21,07:25,,Rating,39.6788,-120.3144,1500,E,"Trilled scold calls with some songs mixed in. Same bird and recording session as XC131566. All recordings from 21 Jun 2012 were made with a 26"" Teilinga parabolic mic on loan from the ML (my first time using such a mic). Habitat is semi-arid montane woodland.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"Trilled scold calls with some songs mixed in. Same bird and recording session as XC131566. All recordings from 21 Jun 2012 were made with a 26"" Teilinga parabolic mic on loan from the ML (my first time using such a mic). Habitat is semi-arid montane woodland.",none,success
XC131637,Spinus tristis,Spinus,tristis,,American Goldfinch,song,,,0,2013-04-25,13:09,,Rating,44.942,-93.259,260,E,"Singing from a small spruce tree in urban park. Some noise from passing bikes and children, airplane, etc.",Creative Commons Attribution-ShareAlike 3.0,"Singing from a small spruce tree in urban park. Some noise from passing bikes and children, airplane, etc.
Filtered low frequencies for urban noise. Recorded with internal mic of Olympus LS-10S",Dark-eyed Junco Junco hyemalis,success
XC131879,Mniotilta varia,Mniotilta,varia,,Black-and-white Warbler,song,,,0,2013-04-24,09:00,,Rating,33.3198,-82.0069,120,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,Northern Mockingbird Mimus polyglottos,success
XC131881,Toxostoma rufum,Toxostoma,rufum,,Brown Thrasher,song,,,0,2013-03-07,10:30,,Rating,33.3198,-82.0069,120,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,Tufted Titmouse Baeolophus bicolor,success
XC131882,Toxostoma rufum,Toxostoma,rufum,,Brown Thrasher,song,,,0,2013-03-07,10:30,,Rating,33.3198,-82.0069,120,E,Continuation of XC131881.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Continuation of XC131881.,Tufted Titmouse Baeolophus bicolor,success
XC131925,Sayornis nigricans,Sayornis,nigricans,,Black Phoebe,call,,,0,2012-08-21,11:00,,Rating,15.2696,-88.2861,240,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,success
XC131951,Spizelloides arborea,Spizelloides,arborea,,American Tree Sparrow,song,,adult,0,2013-04-27,08:46,,Rating,47.069,-70.7935,0,E,Two adults singing from treetops.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Two adults singing from treetops.,none,success
XC131952,Poecile atricapillus,Poecile,atricapillus,,Black-capped Chickadee,call,,,0,2013-04-27,08:26,,Rating,47.069,-70.7935,0,E,One individual calling from a treetop.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,One individual calling from a treetop.,none,success
XC131971,Psaltriparus minimus,Psaltriparus,minimus,,American Bushtit,call,,,0,2013-03-02,08:45,,Rating,34.0475,-117.2076,380,E,Two birds moving together through low vegetation in a suburban environment,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Two birds moving together through low vegetation in a suburban environment,none,success
XC132145,Polioptila caerulea,Polioptila,caerulea,,Blue-grey Gnatcatcher,song,male,,0,2013-05-02,05:54,,Rating,40.0201,-75.0345,5,E,Male close to nest,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Male close to nest,none,success
XC132216,Calypte anna,Calypte,anna,,Anna's Hummingbird,call,,,0,2011-06-30,07:20,,Rating,31.906,-109.1543,1400,E,a migrant or winterer at this location,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,a migrant or winterer at this location,Lesser Goldfinch Spinus psaltria,success
XC132217,Calypte anna,Calypte,anna,,Anna's Hummingbird,call,,,0,2012-11-02,06:26,,Rating,31.906,-109.1543,1400,E,a migrant or winterer at this location; two birds calling,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,a migrant or winterer at this location; two birds calling,none,success
XC132219,Calypte anna,Calypte,anna,,Anna's Hummingbird,call,male,adult,0,2012-11-02,06:35,,Rating,31.906,-109.1543,1400,E,a migrant or winterer at this location; calls of perched adult male,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,a migrant or winterer at this location; calls of perched adult male,none,success
XC132220,Calypte anna,Calypte,anna,,Anna's Hummingbird,call,male,adult,0,2012-11-02,06:30,,Rating,31.906,-109.1543,1400,E,"a migrant or winterer at this location; calls of adult male, perched and in flight",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"a migrant or winterer at this location; calls of adult male, perched and in flight",none,success
XC132223,Calypte anna,Calypte,anna,,Anna's Hummingbird,call,,,0,2010-10-14,09:32,,Rating,31.906,-109.1543,1400,E,a migrant or winterer at this location; Individual No 2 recorded today,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,a migrant or winterer at this location; Individual No 2 recorded today,House Finch Haemorhous mexicanus,success
XC132224,Calypte anna,Calypte,anna,,Anna's Hummingbird,call,,,0,2010-10-19,08:30,,Rating,31.906,-109.1543,1400,E,a migrant or winterer at this location;,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,a migrant or winterer at this location;,none,success
XC132226,Calypte anna,Calypte,anna,,Anna's Hummingbird,call,,,0,2010-10-14,09:23,,Rating,31.906,-109.1543,1400,E,a migrant or winterer at this location; Individual No 1 recorded today; recording heavily brutalized to remove bad stuff,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,a migrant or winterer at this location; Individual No 1 recorded today; recording heavily brutalized to remove bad stuff,none,success
XC132229,Calypte anna,Calypte,anna,,Anna's Hummingbird,call,male,immature,0,2012-09-04,12:50,,Rating,31.906,-109.1543,1400,E,a migrant or winterer at this location; 2nd recording of this individual; immature male,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,a migrant or winterer at this location; 2nd recording of this individual; immature male,Rufous Hummingbird Selasphorus rufus,success
XC132236,Calypte anna,Calypte,anna,,Anna's Hummingbird,call,male,immature,0,2012-09-04,12:52,,Rating,31.906,-109.1543,1400,E,a migrant or winterer at this location; 3rd recording of this individual; immature male,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,a migrant or winterer at this location; 3rd recording of this individual; immature male,Scott's Oriole Icterus parisorum,success
XC132237,Calypte anna,Calypte,anna,,Anna's Hummingbird,call,male,immature,0,2012-09-04,12:57,,Rating,31.906,-109.1543,1400,E,a migrant or winterer at this location; 4th recording of this individual; immature male,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,a migrant or winterer at this location; 4th recording of this individual; immature male,Black-chinned Hummingbird Archilochus alexandri,success
XC132239,Calypte anna,Calypte,anna,,Anna's Hummingbird,call,male,immature,0,2012-09-04,13:00,,Rating,31.906,-109.1543,1400,E,a migrant or winterer at this location; 5th recording of this individual; immature male,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,a migrant or winterer at this location; 5th recording of this individual; immature male,Black-chinned Hummingbird Archilochus alexandri,success
XC132241,Calypte anna,Calypte,anna,,Anna's Hummingbird,call,male,immature,0,2012-09-04,12:49,,Rating,31.906,-109.1543,1400,E,a migrant or winterer at this location; 1st recording of this individual; immature male,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,a migrant or winterer at this location; 1st recording of this individual; immature male,Black-chinned Hummingbird Archilochus alexandri,success
XC132243,Calypte anna,Calypte,anna,,Anna's Hummingbird,call,,,0,2012-08-21,16:38,,Rating,31.906,-109.1543,1400,E,a migrant or winterer at this location;,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,a migrant or winterer at this location;,Black-chinned Hummingbird Archilochus alexandri,success
XC132246,Calypte anna,Calypte,anna,,Anna's Hummingbird,song,,,0,2001-05-22,07:45,,Rating,34.2549,-116.7111,2100,E,"There are four display dives that you can hear clearly; if you remove the obnoxious jet and amplify the recording greatly, you could hear the song being given right after each display dive (in hovering flight); the song shows up clearly on the spectral display",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"There are four display dives that you can hear clearly; if you remove the obnoxious jet and amplify the recording greatly, you could hear the song being given right after each display dive (in hovering flight); the song shows up clearly on the spectral display",House Finch Haemorhous mexicanus,success
XC132248,Calypte anna,Calypte,anna,,Anna's Hummingbird,song,,,0,2008-10-02,10:27,,Rating,31.906,-109.1543,1400,E,song of wintering bird,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,song of wintering bird,none,success
XC132250,Calypte anna,Calypte,anna,,Anna's Hummingbird,song,,,0,2001-02-03,09:45,,Rating,32.7231,-116.9473,90,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,California Thrasher Toxostoma redivivum,success
XC132251,Calypte anna,Calypte,anna,,Anna's Hummingbird,song,,,0,2001-05-13,06:45,,Rating,32.7231,-116.9473,90,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,Yellow-breasted Chat Icteria virens,success
XC132254,Calypte anna,Calypte,anna,,Anna's Hummingbird,song,,,0,2001-02-03,,,Rating,32.7132,-117.242,90,E,"several display flights at start, with hovering song in between as part of the flight display, then many songs (perched) with many perch changes; urban noise of low frequency heavily filtered below the display frequency",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"several display flights at start, with hovering song in between as part of the flight display, then many songs (perched) with many perch changes; urban noise of low frequency heavily filtered below the display frequency",Lesser Goldfinch Spinus psaltria,success
XC132255,Calypte anna,Calypte,anna,,Anna's Hummingbird,song,male,immature,0,2012-12-12,09:15,,Rating,31.906,-109.1543,1400,E,song of immature male on the wintering grounds,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,song of immature male on the wintering grounds,Acorn Woodpecker Melanerpes formicivorus,success
XC132256,Calypte anna,Calypte,anna,,Anna's Hummingbird,song,male,immature,0,2010-09-03,07:13,,Rating,31.906,-109.1543,1400,E,song of immature male on the wintering grounds; 2nd recording of this individual on this date,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,song of immature male on the wintering grounds; 2nd recording of this individual on this date,Black-headed Grosbeak Pheucticus melanocephalus,success
XC132257,Calypte anna,Calypte,anna,,Anna's Hummingbird,call,male,immature,0,1997-05-20,,,Rating,34.2191,-116.9728,2200,E,"song of immature male (and chase calls) given in a post-breeding, montane area",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"song of immature male (and chase calls) given in a post-breeding, montane area",MacGillivray's Warbler Geothlypis tolmiei,success
XC132258,Calypte anna,Calypte,anna,,Anna's Hummingbird,call,male,immature,0,2010-09-03,07:09,,Rating,31.906,-109.1543,1400,E,song of immature male (and chase calls) given on the wintering grounds,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,song of immature male (and chase calls) given on the wintering grounds,none,success
XC132259,Archilochus alexandri,Archilochus,alexandri,,Black-chinned Hummingbird,call,,immature,0,2010-09-16,07:37,,Rating,31.932,-109.191,1500,E,"near constant series of little calls given by an immature bird (could have bred at this spot, or be a migrant)",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"near constant series of little calls given by an immature bird (could have bred at this spot, or be a migrant)",none,success
XC132277,Archilochus alexandri,Archilochus,alexandri,,Black-chinned Hummingbird,call,,,0,2010-09-03,07:09,,Rating,31.906,-109.1543,1400,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,Rufous Hummingbird Selasphorus rufus,success
XC132278,Archilochus alexandri,Archilochus,alexandri,,Black-chinned Hummingbird,call,,,0,2013-04-14,07:18,,Rating,31.906,-109.1543,1400,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,success
XC132280,Archilochus alexandri,Archilochus,alexandri,,Black-chinned Hummingbird,call,,,0,2013-04-18,07:07,,Rating,31.906,-109.1543,1400,E,once standard chase/interaction call at a food source (feeder),Creative Commons Attribution-NonCommercial-ShareAlike 3.0,once standard chase/interaction call at a food source (feeder),none,success
XC132281,Archilochus alexandri,Archilochus,alexandri,,Black-chinned Hummingbird,call,male,adult,0,2009-08-03,18:22,,Rating,31.906,-109.1543,1400,E,three standard chase/interaction call at a food source (feeder); calls by an adult male,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,three standard chase/interaction call at a food source (feeder); calls by an adult male,none,success
XC132282,Archilochus alexandri,Archilochus,alexandri,,Black-chinned Hummingbird,call,,,0,2012-09-03,12:58,,Rating,31.906,-109.1543,1400,E,one standard chase/interaction call at a food source (feeder);,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,one standard chase/interaction call at a food source (feeder);,none,success
XC132283,Archilochus alexandri,Archilochus,alexandri,,Black-chinned Hummingbird,call,,,0,2012-08-27,18:18,,Rating,31.906,-109.1543,1400,E,one standard chase/interaction call at a food source (feeder);,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,one standard chase/interaction call at a food source (feeder);,none,success
